date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:40:15	165548/165548	---M--	200	added ('OK')	font/ttf	date:Mon,%2029%20Oct%202018%2019:27:00%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/saisr/Desktop/Sites/GameWebsite/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/fonts/fontawesome-webfont3e6e.ttf	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/css/font-awesome.min.css)
16:40:15	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2029%20Oct%202018%2019:27:00%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/saisr/Desktop/Sites/GameWebsite/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/fonts/fontawesome-webfont3e6e.svg	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/css/font-awesome.min.css)
16:40:18	3113/3113	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Oct%202018%2019:27:00%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/images/close.png	C:/Users/saisr/Desktop/Sites/GameWebsite/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/images/close.png	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/css/lightbox.min.css)
16:40:19	8476/8476	---M--	200	added ('OK')	image/gif	date:Mon,%2029%20Oct%202018%2019:27:46%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/images/loading.gif	C:/Users/saisr/Desktop/Sites/GameWebsite/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/images/loading.gif	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/css/lightbox.min.css)
16:40:19	3203/3203	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Oct%202018%2019:27:46%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/images/prev.png	C:/Users/saisr/Desktop/Sites/GameWebsite/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/images/prev.png	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/css/lightbox.min.css)
16:40:20	3204/3204	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Oct%202018%2019:27:46%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/images/next.png	C:/Users/saisr/Desktop/Sites/GameWebsite/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/images/next.png	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/css/lightbox.min.css)
16:40:20	8176/8176	---M--	200	added ('OK')	font/otf	date:Mon,%2029%20Oct%202018%2019:27:00%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/fonts/Anurati-Regular.otf	C:/Users/saisr/Desktop/Sites/GameWebsite/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/fonts/Anurati-Regular.otf	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/css/style.css)
16:40:21	1012/1012	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Oct%202018%2019:27:00%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/images/bg.png	C:/Users/saisr/Desktop/Sites/GameWebsite/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/images/bg.png	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/css/style.css)
16:40:21	48796/48796	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Oct%202018%2019:27:46%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/images/modal_header_bg.png	C:/Users/saisr/Desktop/Sites/GameWebsite/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/images/modal_header_bg.png	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/css/style.css)
16:40:22	77160/77160	---M--	200	added ('OK')	font/woff2	date:Mon,%2029%20Oct%202018%2019:27:00%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/saisr/Desktop/Sites/GameWebsite/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/fonts/fontawesome-webfont3e6e.woff2	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Video/css/font-awesome.min.css)
